,ID,Provider,AddressLine1,AddressLine2,City,State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicare,Medicaid,Private Pay: Check
1298,1299,Pine Grove Coastal Care Center,14231 Seaway Boulevard,,Gulfport,MS,39503,Main,2288715344,Toll Free Hotline,8005776166,,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False
1299,1300,Pine Grove Counseling Center of Gautier,3300  Ladnier Road,,Gautier,MS,39533,Main,2284972412,Toll Free Hotline,8004495729,,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False
1300,1301,Pine Grove Counseling Center of Laurel,120 South 11th Avenue,,Laurel,MS,39440,Main,6016492273,Toll Free Hotline,8005775596,,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False
1301,1302,Pine Grove Counseling Center of Meridian*,2320 B Street,,Meridian,MS,39301,Main,6014857094,Toll Free Hotline,8886112428,,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1302,1303,Pine Grove Outreach Center of Columbia,418 Sumrall Road,Suite 2,Columbia,MS,39429,Main,6017364682,Toll Free Hotline,8004495743,,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False
1303,1304,Pine Grove Outreach Center of Lucedale,919 Winter Street,,Lucedale,MS,39452,Main,6019473437,Toll Free Hotline,8664083581,(601) 947-0083,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False
1304,1305,Pine Grove Outreach Center of McComb,101 North Broadway,,McComb,MS,39468,Main,6012490098,Toll Free Hotline,8888004269,,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1305,1306,Pine Grove Outreach Center of Picayune,6482 B US Highway 11 North,,Carriere,MS,39426,Main,6017990849,Toll Free Hotline,8773036829,,www.pinegrovetreatment.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False
1306,1307,Pinehaven Funeral Home and Creamtory - Hattiesburg,103 Sullivan Kilrain Road,,Hattiesburg,MS,39402,Main,6015445316,,,(866) 846-4384,www.pinehavenfuneralhome.com,plee@moorefuneralservice.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
1307,1308,Pinehurst Apartments,705 West Government Street,,Brandon,MS,39042,Main,6019824300,,,,,,,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
1308,1309,Pink Ribbons LLC,6295 Summer Avenue,Suite 105,Bartlett,TN,38134,Main,9014176060,,,(901) 820-9144,,susanandlynn@pinkribbonsmemphis.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1309,1310,"Pinnacle Medical Solutions, LLC",6856 Cobblestone Boulevard,,Southaven,MS,38672,Main,6625361025,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1310,1311,Pinnacle Prosthetics Incorporated,225 East Calhoun Street,,Bruce,MS,38915,Main,6629832500,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1311,1312,Pioneer Community Hospital*,400 South Chestnut,,Aberdeen,MS,39730,Main,6623692455,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1312,1313,Pioneer Community Hospital*,9421 Eastside Drive Extension,,Newton,MS,39345,Main,6016832031,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1313,1314,Pioneer Community Hospital of Aberdeen*,400 South Chestnut Street,,Aberdeen,MS,39730,Main,6623602455,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1314,1315,PLC Professional Staffing Solutions,306 Washington Avenue,,Greenville,MS,38701,Main,6623355554,,,,,,,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1315,1316,Pleasant Living Care Coordination,877 Northpark Drive,Suite 300,Ridgeland,MS,39157,Main,6019779140,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1316,1317,Pleasant Living Care Coordination,1563 East County Line Road,Suite 302,Jackson,MS,39211,Main,6019564411,,,,,,,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1317,1318,PMO Pharmacy,319 Cross Park Drive,,Pearl,MS,39208,Main,6014205150,,,,www.pmorx.com,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1318,1319,Pocahontas Volunteer Fire Department,1142 Foa Road,,Jackson,MS,39209,Main,6013667228,,,,http://pocahontasvfd.org,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1319,1320,Point Rexall Drugs*,2127 24th Avenue,,Meridian,MS,39301,Main,6014833367,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1320,1321,Polks Crossgates Discount Drugs,335 Crossgates Boulevard,,Brandon,MS,39042,Main,6018258660,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1321,1322,Polks Discount Drugs,1866 Spillway Road,,Brandon,MS,39047,Main,6019924450,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1322,1323,Polks Discount Drugs,118 East Main Street,,Florence,MS,39073,Main,6018458610,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1323,1324,Pondera Insurance,731 Avignon Drive,Suite 2,Ridgeland,MS,39157,Contact Person,6013231527,Main,6016077373,(601) 607-7322,,www.kvance@ponderains.com,Kim Vance,Vice President,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False
1324,1325,Pontotoc County Health Department*,Post Office Box 1148,341 Ridge Road,Pontotoc,MS,38863,Main,6624891241,,,(662) 489-7181,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1325,1326,Pontotoc County Human Services Department,341 Ridge Drive,,Pontotoc,MS,38863,Main,6624894182,,,,mdhs.gov,,,,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
1326,1327,Pontotoc Housng Authority*,180 Hud Street,PO Box 590,Pontotoc,MS,38863,Main,6624891312,,,,,,,,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
1327,1328,Pontotoc Senior Apartments,265 Lakeshore Drive,,Pontotoc,MS,38863,Main,6624889661,Contact Person,8779308526,,,,,,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
1328,1329,Pope Personal Care Home,4314 Sunset Drive,,Jackson,MS,39213,Main,6019824012,,,,,tp@appraisalgroup.biz,Linda R. Pope,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1329,1330,Poplarville Clinic,1407 South Main Street,,Poplarville,MS,39470,Main,6017950659,,,888-898-7412,www.hattiesburgclinic.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1330,1331,Poplarville Family Medical - Health Clinic,1407 South Main Street,,Poplarville,MS,39470,Main,6017950659,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False
1331,1332,Poplarville Home Medical Supply,1403 South Main,Suite B2,Poplarville,MS,39470,Main,6017956863,,,888-898-7412,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1332,1333,Port City Adult Daycare,1255 South Raceway Road,,Greenville,MS,38701,Main,6623479784,Main,6625374943,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1333,1334,Potters House Family Service,678 North Jefferson Street,,Houston,MS,38851,Main,6624481172,,,,,,,,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1334,1335,Powell Drugs LLC,519 Main Street,,Mount Olive,MS,39119,Main,6017973881,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1335,1336,Praetorian Health Services,"10241 Boney Avenue, Suite A",,D'Iberville,MS,39540,Main,2283141290,,,(228) 314-1291,www.praetorianhealth.com,,Susan Jones,Director of Quality Assurance,False,True,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True
1336,1337,Prairie Opportunity Inc.,122 North Jackson Street,,West Point,MS,39773,Main,6624944862,,,,,,,,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False
1337,1338,Precious Care Home LLC,904 Camp Four Jack Road,,Biloxi,MS,39532,Main,2283244244,,,(228) 207-7095,,,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,True
1338,1339,Precision Medical Supply,4614-B West Market Street,,Greensboro,NC,27407,Main,3365478117,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1339,1340,"Premier Eye Clinic, PLLC",4505 Hospital Road,,Pascagoula,MS,39581,Main,2287624114,Other,2287699776,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1340,1341,"Premier Eye Clinic, PLLC (Gautier)",4551 Gautier-Vancleave Road,,Gautier,MS,39553,Main,2284975126,Other,2287624114,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1341,1342,"Premier Eye Clinic, PLLC (Moss Point/Wade)",169625 Highway 63,,Wade,MS,39452,Main,2285889065,Other,2287624114,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1342,1343,Premier Marketing Associates,3625 Sunset Drive,,Shreveport,LA,71106,Main,3184244150,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1343,1344,Premier Medical Equipment and Supplies,4211 Hospital Street,Suite 102,Pascagoula,MS,39581,Main,2287627776,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1344,1345,Prentiss County Health Department*,615 East Parker Drive,,Booneville,MS,38829,Main,6627283518,,,(662) 728-2005,www.msdh.ms.gov,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1345,1346,Prentiss Family Practice Clinic,1014 Rose Suite # A,,Prentiss,MS,39474,Main,6017922071,,,601-939-4084,www.hattiesburgclinic.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1346,1347,Prentiss Family Practice Health Clinic,"1014 Rose Street, Suite D",,Prentiss,MS,39474,Main,6017922200,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False
1347,1348,Pressure Management Resources,6935 Appling Farms Parkway,Suite 106,Memphis,TN,38133,Main,9013965211,,,,www.pmrwoundcare.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1348,1349,Pride and Hope Homemaker Ministries,12 Highway 35 South,,Sandy Hook,MS,39478,Main,9857329494,Other,6017363900,,,,,,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1349,1350,Pride and Hope Ministries,12 Highway 35 South,,Sandy Hook,MS,39478,Main,9857329494,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1350,1351,Primary Care Associates*,2800 North Hills Street,,Meridian,MS,39305,Main,6016939906,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1351,1352,PrimeCare Behavorial Health,302 Highway 11 South,,Poplarville,MS,39470,Main,6014038284,,,,www.prc-med.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1352,1353,Prime Care Nursing Incorporated,407 Briarwood Drive,Suite 201,Jackson,MS,39206,Main,6019778484,Toll Free Hotline,8008444298,,www.pcnursing.com,info@pcnursing.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True
1353,1354,Priority Healthcare Distribution Incorporated,255 Technology Park,,Lake Mary,FL,32746,Main,4078046700,,,,www.curascript.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1354,1355,Priority Healthcare Incorporated (Pediatric Care),5719 Highway 25,Suite 206,Flowood,MS,39232,Main,7692575685,Toll Free Hotline,8558017728,,priorityhc.com,priorityhealth1@gmail.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True
1355,1356,"Priority Medical Supply, Incoporated",203 South Magnolia Street,,Laurel,MS,39440,Main,6016492110,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1356,1357,Prism Medical Products,25 West Oxmoor Road,,Birmingham,AL,35209,Main,8882446421,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1357,1358,"Private Duty Nursing, Incorporated (PDN)",10281 Corporate Drive,,Gulfport,MS,39530,Main,8882446421,,,(882) 604-4656,www.pdnms.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1358,1359,"Private Duty Nursing, Incorporated (PDN)*",5001 Poplar Springs Drive,,Meridian,MS,39305,Main,6014855012,Toll Free Hotline,8008984444,(601) 485-8079,www.pdnms.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1359,1360,Private Home and Personal Care,Post Office Box 8553,403 Holly Hills Road,Columbus,MS,39705,Main,6623289862,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1360,1361,PRN  Home Care*,600-B East Pass Rd.,,Gulfport,MS,39507,Main,6623289862,,,,www.prnhomecare.biz,,,,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1361,1362,Procare Prosthetics and Orthotics,1050 North Flowood Drive,Suite B4,Flowood,MS,39232,Main,6016647004,,,(601) 664-7099,www.procare-prosthetics.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1362,1363,Professional Staffing Solutions,306 Washington Avenue,,Greenville,MS,38701,Main,6623355554,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1363,1364,Providence Personal Care Community of Batesville,640 Keating Road,,Batesville,MS,38606,Main,6625632345,,,(662) 563-5678,,dmitchell@provmanage.com,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
1364,1365,Providence Personal Care Community of Cleveland,800 Third Street,,Cleveland,MS,38732,Main,6628466160,,,(662) 846-6164,,mharris@provmanage.com,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1365,1366,Providence Personal Care Community of Grenada,1855 Hill Drive,,Grenada,MS,38901,Main,6622268556,,,(662) 229-0556,,dmitchell@provmanage.com,Debbie Mitchell,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1366,1367,Providence Personal Care Community of Senatobia,700 Moore's Crossing,,Senatobia,MS,38614,Main,6625629229,,,(662) 562-9202,,dmitchell@provmanage.com,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
1367,1368,Provider Care Incorporated,7505 Pines Road,Suite 1110,Shreveport,LA,71129,Main,3186860040,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1368,1369,Provision Living,217 Methodist Boulevard,,Hattiesburg,MS,39402,Main,6012686979,Other,6013292030,,www.provisionliving.com,,,,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
1369,1370,Purvis Family Practice Clinic,102 Shelby Speights Drive,,Purvis,MS,39475,Main,6017945650,Other,6017948065,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1370,1371,Quality Care Adult Day Care,717  Lamar Avenue,,Yazoo City,MS,39194,Main,6627467803,,,(662) 746-1818,http://qualitycareinc.org,Helpdesk@qualitycareinc.org,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True
1371,1372,"Quality Healthcare, LLC","198 Charmant Place, Suite 4",,Ridgeland,MS,39157,Main,6017075446,Other,6012863293,(601) 510-9806,www.qualityhealthms.com,bholmes@qualityhealthms.com,Brandon Holmes,Marketing Liaison,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1372,1373,Quality In Home Care Service Inc,108 N Martin Luther King Jr Ave,,Indianola,MS,38751,Main,6628876577,,,,,Helpdesk@qualitycareinc.org,,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1373,1374,Quality Medical Equipment,521 Highway 42 #5,,Petal,MS,39465,Main,8664552011,,,,www.qualitymedical.org,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1374,1375,Quality Medical Services Incorporated,5316 Executive Place,,Jackson,MS,39206,Main,6013661762,,,(601) 366-7231,www.qualitymedical.org,Helpdesk@qualitycareinc.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1375,1376,"Quality Pharmacy, Incorporated*",999 Howard Avenue,Suite 2,Biloxi,MS,39530,Main,6013661762,,,,www.qualitypharmacyinc.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1376,1377,Queen City Medical Equipment Incorporated*,1423 23rd Avenue,,Meridian,MS,39301,Main,6016936167,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1377,1378,Quest Medical Services,11010 Highway 49 North,Suite 3,Gulfport,MS,39503,Main,2285390034,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1378,1379,Quest Medical Services/Pearl River County,1222 S. Main Street,,Poplarville,MS,39470,Main,6017954255,Other,6017954500,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1379,1380,Quest Rehabilitation,5427 B Gex Road,,Diamondhead,MS,39525,Main,2282550450,Other,2282555496,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1380,1381,"Quest Rehabilitation, Incorporated",1440 East Central Avenue,,Wiggins,MS,39577,Main,6019286731,Other,6019286740,,www.schospital.net,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1381,1382,Quinn Pharmacy*,3160 Audobon Drive,,Laurel,MS,39440,Main,6014280688,Toll Free Hotline,8005760963,(601) 428-0689,www.quinnpharmacy.net,Info@quinnpharmacy.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1382,1383,Quitman Drugs*,205 North Archusa Avenue,,Quitman,MS,39355,Main,6017762146,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1383,1384,Quitman Nutrition Site*,113 East Church Street,,Quitman,MS,39355,Main,6017766161,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1384,1385,R&N Adult Daycare and Youth,108 East South Street,,Hollandale,MS,38748,Main,6628275755,,,,,,,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1385,1386,Raleigh Nutrition Site*,253 Magnolia Drive,Highway 18 West,Raleigh,MS,39153,Main,6017829891,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1386,1387,Ranch Schoolhouse Family Support,312 First Street,,Grenada,MS,38901,Main,6622269020,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1387,1388,Reach Adult Recreation Service,73 Chase Street,,Byhalia,MS,38611,Main,6628385555,,,(601) 857-0105,http://www.byhalia-ms.com/business/reach-adult-recreation-services/,,Joyce Smith Bowens Sole Member,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1388,1389,Reaching Our Community Youth and Adult Daycare to Mississippi,469 East Northside Drive,,Clinton,MS,39056,Main,6014884765,,,(601) 488-4778,www.rthopeless.org,vivianbanksvp@rthopeless.org,Vivian Banks,Office Manager,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True
1389,1390,Readycare,6409 Hillcreast Park Court,,Mobile,AL,36695,Main,2516336750,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1390,1391,Regency Hospital of Hattiesburg,125 South 25th Avenue,,Hattiesburg,MS,39401,Main,6012888512,Other,6012888525,(601) 857-0105,www.regencyhospital.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1391,1392,Regency Hospital of Meridian*,1102 Constitution Avenue,,Meridian,MS,39301,Main,6014847900,,,,www.regencyhospital.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
1392,1393,Region 8 Mental Health Services (Copiah County Branch),1019 Carroll Drive,Post Office Box 728,Hazlehurst,MS,39083,Main,6018942018,,,(601) 894-1748,www.region8mhs.org,sberry@region8mhs.org,Stephanie Berry,,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True
1393,1394,Region 8 Mental Health Services (Lincoln County Branch),620 Hwy 51 North,,Brookhaven,MS,39601,Main,6018942018,Other,8776574098,(601) 894-1748,http://region8mhs.org/,bthompson@region8mhs.org,Brittany Thompson,,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True
1394,1395,Region 8 Mental Health Services (Madison County Branch),103 South Lake Circle,,Canton,MS,39046,Main,6018598371,,,(601) 859-5433,www.region8mhs.org,eokhomina@region8mhs.org,Efe? Okhomina,,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True
1395,1396,Region 8 Mental Health Services (Rankin County Branch),613 Marquette Rd,P.O. Box 88,Brandon,MS,39042,Main,6018598371,,,(601) 824-0349,www.region8mhs.org,sberry@region8mhs.org,Stephanie Berry,,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True
1396,1397,Region 8 Mental Health Services (Simpson County Branch),3087 Simpson Highway 13,,Mendenhall,MS,39114,Main,6018474410,,,(601) 847-7634,www.region8mhs.org,adifferent@region8mhs.org,Adam Different,,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True
1397,1398,Regional Medical Incorporated,2321 Highway 45 North,,Columbus,MS,39705,Main,6622419698,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1398,1399,Region I Mental Health Center,1742 Cheryl Street,,Clarksdale,MS,38614,Main,6626277267,Toll Free Hotline,8772108513,,www.regionone.org,,,,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1399,1400,REM Mississippi-Flowood,550 Keyway Drive,Choices Program,Flowood,MS,39232,Main,6019398110,,,,http://www.rem-ms.com/,Jessica.Mathews@TheMentorNetwork.com,Jessica Mathews,State Director,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1400,1401,REM Mississippi- McComb,116 Scott Drive,Magnolia Place Day Program,McComb,MS,39648,Main,6012500498,,,,http://www.rem-ms.com/,Stacy.Godwin@thementornetwork.com,Stacy Godwin,Program Director,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1401,1402,"Respironics Colorado, Incorporated",12301 Grant Street,Unit 190,Thornton,CO,80241,Main,8006599235,,,(601) 936-7749,www.philipsxpress.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1402,1403,Respirtech,2896 Centre Pointe Drive,,Saint Paul,MN,55113,Main,6513798999,,,,www.respirtech.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1403,1404,Restorations  Adult Day Care,1766 Old Leland Road,,Greenville,MS,38703,Main,6625374976,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1404,1405,Rhodes & Robby Rexall Drug,114 Brooks Street,,Pelahatchie,MS,39145,Main,6018548252,,,,http://healthmart.com/store-locator,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False
1405,1406,Richton Dialysis Unit,507 North Front Street,,Richton,MS,39476,Main,6017882555,Other,6017885587,(601) 788-5587,www.hattiesburgclinic.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,True,False
1406,1407,Riemann Family Funeral Home - Biloxi,274 Beauvoir Road,,Biloxi,MS,39531,Main,2283741188,,,,www.riemannfamily.com,criemann@riemannfamily.com,David C. Riemann,President/Funeral Director,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
1407,1408,Riemann Family Funeral Home - Highway 49,11213 Highway 49 North,,Gulfport,MS,39503,Main,2288326854,Toll Free Hotline,2285399809,,www.riemannfamily.com,criemann@riemannfamily.com,David C. Riemann,President/Funeral Director,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
1408,1409,Riemann Family Funeral Home - Kiln/DeLisle,9113 Kiln Delisle Road,,Pass Christian,MS,39571,Main,2285860510,,,,www.riemannfamily.com,criemann@riemannfamily.com,David C. Riemann,President/Funeral Director,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
1409,1410,Riemann Family Funeral Home - West Jackson County,13872 Lemoyne Road,,Ocean Springs,MS,39564,Main,2282158700,,,,www.riemannfamily.com,criemann@riemannfamily.com,David C. Riemann,President/Funeral Director,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
1410,1411,Riggs Manor Retirement Community,2300 Seven Springs Rd.,,Raymond,MS,39154,Main,6018575011,,,(601) 857-8131,https://www.mss.org/Riggs,info@mss-riggsmanor.org,,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True
1411,1412,Right At Home,Highway 145 S,Suite D,Saltillo,MS,38866,Main,6622604102,Contact Person,6624014030,662604919,www.homecaretupelo.com,dawn@homecaretupelo.com,Dawn Hardenburg,Scheduling Supervisor,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
1412,1413,Right at Home*,130 Desoto Avenue,Suite 10,Clarksdale,MS,38614,Main,6626219898,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
